#RPLIDAR SCAN DATA
#COUNT=449
#Angule	Distance	Quality
356.0889 1171.0 188
356.7316 1175.0 188
357.3578 1189.0 188
357.9950 1200.0 188
358.6377 1212.0 188
359.2804 1225.0 188
359.9011 1236.0 188
0.5438 1235.0 188
1.1865 1235.0 188
9.1681 1514.0 188
9.7943 1528.0 188
10.4370 1535.0 188
11.0577 1554.0 188
11.7004 1580.0 188
12.3267 1603.0 188
12.9639 1630.0 188
13.4637 1660.0 188
15.3589 1744.0 188
15.9961 1729.0 188
16.6223 1721.0 188
17.2650 1715.0 188
17.8857 1700.0 188
18.5284 1690.0 188
19.1547 1685.0 188
19.7809 1676.0 188
20.4181 1709.0 188
21.0443 1748.0 188
21.6870 1786.0 188
22.3077 1824.0 188
22.9504 1863.0 188
23.4503 1914.0 188
24.0930 1970.0 188
24.7137 2027.0 188
25.3564 2073.0 188
26.4990 2629.0 188
27.1362 2692.0 188
27.7789 2776.0 188
28.4052 2854.0 188
29.0424 2955.0 188
29.5587 3060.0 188
30.1849 3185.0 188
30.8276 3311.0 188
31.4648 3404.0 188
32.0911 3524.0 188
34.5135 3955.0 188
35.2771 3925.0 188
35.9198 3944.0 188
36.4197 3950.0 188
37.0624 3937.0 188
37.8259 3918.0 188
38.3258 3902.0 188
39.0894 3899.0 188
39.6057 3896.0 188
40.8746 4373.0 188
41.5118 4782.0 188
42.1381 5398.0 188
42.7808 5891.0 188
63.8086 5611.0 188
64.4513 5646.0 188
64.9512 5781.0 188
66.3409 4477.0 188
66.9836 4345.0 188
67.6208 4249.0 188
68.2471 4119.0 188
68.8898 4010.0 188
69.6533 3895.0 188
70.1532 3784.0 188
70.9167 3682.0 188
74.7290 3218.0 188
75.3717 3141.0 188
75.9979 3070.0 188
76.6406 3011.0 188
77.4042 2935.0 188
81.2164 2675.0 188
81.8427 2639.0 188
82.4799 2596.0 188
83.1226 2555.0 188
83.7488 2520.0 188
84.3860 2485.0 188
85.0287 2447.0 188
85.6549 2412.0 188
86.2921 2377.0 188
86.9348 2356.0 188
90.0604 474.0 188
90.7031 458.0 188
91.4667 443.0 188
92.3401 425.0 188
92.9828 413.0 188
93.6200 399.0 188
94.6198 390.0 188
95.5151 380.0 188
96.0260 370.0 188
96.7786 361.0 188
97.4213 355.0 188
98.1848 350.0 188
98.8275 345.0 188
99.4482 341.0 188
99.9646 337.0 188
101.2335 335.0 188
101.8542 333.0 188
102.1234 332.0 188
103.1396 332.0 188
103.3868 333.0 188
104.0295 334.0 188
104.6667 336.0 188
105.0458 339.0 188
105.8093 343.0 188
106.8256 349.0 188
106.8256 354.0 188
107.4683 357.0 188
108.2318 359.0 188
108.6218 360.0 188
109.6216 357.0 188
110.1379 354.0 188
110.7642 349.0 188
111.5277 345.0 188
112.2803 341.0 188
112.7966 338.0 188
113.7964 335.0 188
114.5599 333.0 188
115.0598 332.0 188
115.5762 331.0 188
115.9497 330.0 188
117.2186 329.0 188
117.5922 327.0 188
118.1085 326.0 188
118.9819 326.0 188
119.6246 327.0 188
123.3710 204.0 188
124.0137 201.0 188
124.6399 195.0 188
125.2771 189.0 188
125.9033 185.0 188
126.5460 182.0 188
127.1667 178.0 188
127.8094 176.0 188
128.4357 174.0 188
129.3256 171.0 188
129.9518 168.0 188
130.5890 165.0 188
131.2152 163.0 188
131.8579 161.0 188
132.4841 160.0 188
133.1213 158.0 188
133.7476 157.0 188
134.3738 157.0 188
135.0000 156.0 188
135.6207 156.0 188
136.2634 156.0 188
136.8896 155.0 188
137.5104 155.0 188
138.1366 155.0 188
138.7628 154.0 188
139.4055 154.0 188
140.0262 153.0 188
140.6525 153.0 188
141.2787 153.0 188
141.9214 153.0 188
142.5421 152.0 188
143.1683 153.0 188
143.7946 153.0 188
144.4208 150.0 188
145.0580 150.0 188
145.6842 150.0 188
146.3104 151.0 188
146.9366 151.0 188
147.5739 151.0 188
148.2001 151.0 188
148.8263 151.0 188
149.4525 151.0 188
150.0732 152.0 188
150.7159 153.0 188
151.3422 154.0 188
154.4952 163.0 188
155.1379 163.0 188
155.7806 163.0 188
156.4178 163.0 188
157.0441 163.0 188
157.6868 164.0 188
158.3240 166.0 188
158.9667 168.0 188
159.6094 170.0 188
161.9055 191.0 188
162.5427 194.0 188
163.1854 196.0 188
163.8116 199.0 188
158.7305 1698.0 188
159.4995 1682.0 188
160.1202 1656.0 188
160.6366 1635.0 188
167.6404 1818.0 188
168.2776 1806.0 188
168.9038 1809.0 188
169.5465 1819.0 188
170.1672 1828.0 188
170.7935 1843.0 188
171.4362 1881.0 188
171.9360 1914.0 188
172.5732 1940.0 188
173.1995 1959.0 188
173.8257 1986.0 188
174.4684 1993.0 188
175.0891 2008.0 188
175.7318 2023.0 188
176.3580 2040.0 188
176.9843 2061.0 188
177.6215 2084.0 188
178.2477 2101.0 188
178.8904 2122.0 188
179.5111 2141.0 188
180.1373 2167.0 188
180.7800 2184.0 188
181.4063 2212.0 188
182.5433 2251.0 188
183.2959 2271.0 188
183.9331 2301.0 188
184.5593 2334.0 188
185.0757 2364.0 188
185.7019 2397.0 188
186.3391 2427.0 188
186.9653 2458.0 188
187.6080 2484.0 188
188.2452 2520.0 188
188.8715 2553.0 188
189.5142 2576.0 188
190.1514 2587.0 188
190.7941 2602.0 188
191.4203 2569.0 188
192.0575 2554.0 188
192.7002 2523.0 188
193.3264 2518.0 188
193.9636 2499.0 188
194.6063 2486.0 188
205.0269 191.0 188
205.6696 191.0 188
206.3123 194.0 188
202.3572 2297.0 188
202.9999 2295.0 188
203.6371 2275.0 188
204.2798 2267.0 188
204.9060 2254.0 188
205.5432 2232.0 188
206.1859 2188.0 188
212.5415 2203.0 188
213.1677 2194.0 188
213.8104 2169.0 188
214.4531 2147.0 188
215.0739 2141.0 188
215.7166 2142.0 188
216.3593 2136.0 188
216.9965 2134.0 188
217.6227 2132.0 188
218.2654 2129.0 188
218.9026 2134.0 188
219.5288 2118.0 188
220.1715 2119.0 188
220.8087 2113.0 188
221.4349 2103.0 188
222.0776 2104.0 188
222.7148 2112.0 188
223.3411 2109.0 188
223.9838 2119.0 188
224.6210 2124.0 188
225.2472 2113.0 188
225.8899 2123.0 188
226.5271 2111.0 188
227.1698 2128.0 188
227.7960 2115.0 188
228.4332 2126.0 188
229.0759 2121.0 188
229.7021 2122.0 188
230.3394 2128.0 188
230.9821 2126.0 188
231.6083 2132.0 188
232.2455 2124.0 188
232.8882 2129.0 188
233.5144 2136.0 188
234.1516 2123.0 188
