#RPLIDAR SCAN DATA
#COUNT=446
#Angule	Distance	Quality
356.2921 1652.0 188
356.8085 1790.0 188
357.4512 1802.0 188
358.0774 1803.0 188
358.7146 1809.0 188
359.3573 1812.0 188
0.0000 1819.0 188
0.6372 1810.0 188
1.2634 1797.0 188
9.4373 1941.0 188
10.1843 1938.0 188
10.7007 1922.0 188
11.3269 1927.0 188
12.0905 1940.0 188
12.5903 1945.0 188
13.2330 1961.0 188
13.8593 1966.0 188
14.4965 1975.0 188
15.1227 1978.0 188
15.7654 2001.0 188
16.3861 2011.0 188
17.0288 2016.0 188
17.6550 2035.0 188
18.2922 2041.0 188
18.9185 2052.0 188
19.5612 2067.0 188
20.1984 2080.0 188
20.8246 2089.0 188
21.4673 2105.0 188
22.0935 2127.0 188
22.7307 2139.0 188
23.3569 2150.0 188
23.9996 2176.0 188
24.6204 2187.0 188
25.2631 2200.0 188
25.8893 2216.0 188
26.5265 2240.0 188
27.1527 2250.0 188
27.7954 2279.0 188
28.4216 2301.0 188
29.0588 2316.0 188
29.7015 2335.0 188
30.2179 2366.0 188
30.9814 2385.0 188
31.4978 2400.0 188
32.1515 2424.0 188
32.7942 2450.0 188
33.4369 2483.0 188
34.0906 2504.0 188
34.7333 2532.0 188
35.3705 2554.0 188
36.0297 2593.0 188
36.6669 2622.0 188
37.3096 2644.0 188
37.9688 2680.0 188
38.6060 2713.0 188
39.2487 2751.0 188
39.9023 2742.0 188
40.5450 2725.0 188
41.1823 2704.0 188
41.8250 2690.0 188
42.4841 2658.0 188
43.1213 2634.0 188
43.7640 2615.0 188
44.4177 2595.0 188
45.0604 2571.0 188
45.7031 2557.0 188
46.3568 2543.0 188
46.9995 2523.0 188
47.6367 2517.0 188
50.8557 2752.0 188
53.2947 2975.0 188
55.8545 3278.0 188
57.7606 3549.0 188
58.4033 3638.0 188
59.6832 3885.0 188
60.1996 4024.0 188
60.8423 4121.0 188
61.4795 4217.0 188
62.1222 4373.0 188
86.6217 419.0 188
87.1381 415.0 188
87.7808 412.0 188
88.2916 410.0 188
89.0607 405.0 188
89.8242 399.0 188
90.4669 391.0 188
92.1094 336.0 188
92.4994 324.0 188
93.7628 319.0 188
94.1528 315.0 188
94.4165 314.0 188
95.0592 313.0 188
95.8118 314.0 188
96.9489 315.0 188
97.4652 317.0 188
97.9816 319.0 188
98.1244 323.0 188
98.9978 329.0 188
99.5142 337.0 188
100.2777 341.0 188
100.7941 345.0 188
101.3104 346.0 188
101.6840 348.0 188
102.4530 348.0 188
103.4637 349.0 188
104.1064 348.0 188
104.6228 348.0 188
105.0128 348.0 188
105.6390 347.0 188
106.1554 347.0 188
107.0453 345.0 188
107.4353 344.0 188
108.5779 343.0 188
108.8251 343.0 188
109.8413 343.0 188
110.2313 343.0 188
110.6213 344.0 188
111.6376 345.0 188
112.1375 346.0 188
112.9010 348.0 188
113.2965 351.0 188
114.1864 354.0 188
114.3237 358.0 188
115.2136 364.0 188
115.4663 374.0 188
116.2299 390.0 188
116.7462 403.0 188
117.1362 412.0 188
117.7789 418.0 188
123.3105 193.0 188
123.9478 186.0 188
124.5740 179.0 188
125.2167 175.0 188
125.8594 172.0 188
126.7493 170.0 188
127.3865 167.0 188
128.0292 165.0 188
128.6719 163.0 188
129.3091 162.0 188
129.9353 160.0 188
130.5780 158.0 188
131.2152 156.0 188
131.8579 154.0 188
132.4951 153.0 188
133.1378 152.0 188
133.7805 152.0 188
134.4177 151.0 188
135.0439 151.0 188
135.6866 150.0 188
136.3239 150.0 188
136.9666 149.0 188
137.6093 149.0 188
138.2465 149.0 188
138.8892 148.0 188
139.5264 148.0 188
140.1526 148.0 188
140.7953 147.0 188
141.4325 147.0 188
142.0752 147.0 188
142.7179 147.0 188
143.3551 147.0 188
143.9978 147.0 188
144.6405 147.0 188
145.2612 147.0 188
145.9039 147.0 188
146.5466 147.0 188
147.1838 146.0 188
147.8265 146.0 188
148.4637 146.0 188
149.1064 146.0 188
149.7491 147.0 188
150.3699 147.0 188
151.0126 148.0 188
151.6553 149.0 188
152.2925 151.0 188
154.2151 156.0 188
154.8578 157.0 188
155.4840 157.0 188
156.1212 156.0 188
156.7639 157.0 188
157.4011 158.0 188
158.0438 159.0 188
158.6865 160.0 188
159.3237 161.0 188
162.8888 191.0 188
163.5260 194.0 188
158.5272 663.0 188
159.1699 657.0 188
159.8071 635.0 188
166.7944 651.0 188
167.4371 637.0 188
168.0743 636.0 188
168.8269 637.0 188
169.4641 633.0 188
170.1068 631.0 188
170.7330 635.0 188
171.2494 635.0 188
172.0129 638.0 188
172.6392 639.0 188
173.2764 637.0 188
173.9191 638.0 188
174.4354 638.0 188
175.0616 639.0 188
175.8252 640.0 188
176.4679 641.0 188
177.1051 643.0 188
177.7478 643.0 188
178.2477 645.0 188
178.8904 646.0 188
179.5276 648.0 188
180.1703 649.0 188
180.8075 650.0 188
181.4337 651.0 188
181.9501 654.0 188
182.7136 655.0 188
183.4827 655.0 188
183.9990 659.0 188
184.6362 662.0 188
185.3888 662.0 188
185.9052 664.0 188
186.4215 667.0 188
187.1851 669.0 188
187.7014 670.0 188
188.4485 673.0 188
189.0912 676.0 188
189.6075 679.0 188
190.3711 681.0 188
190.8875 684.0 188
191.5137 689.0 188
192.1509 690.0 188
192.7936 694.0 188
193.4363 698.0 188
193.9526 701.0 188
194.7162 704.0 188
195.2325 707.0 188
195.9961 714.0 188
204.9500 191.0 188
205.5927 191.0 188
206.2299 192.0 188
203.5602 772.0 188
204.2029 776.0 188
204.7302 778.0 188
205.4993 771.0 188
212.1680 887.0 188
212.9370 877.0 188
213.4479 887.0 188
214.0906 899.0 188
214.7498 908.0 188
215.3870 917.0 188
216.0297 928.0 188
216.6669 939.0 188
217.3096 949.0 188
217.9523 960.0 188
218.5895 972.0 188
219.1058 984.0 188
219.8749 997.0 188
220.3857 1010.0 188
221.0284 1024.0 188
221.6711 1039.0 188
222.1875 1052.0 188
222.8247 1070.0 188
223.4674 1087.0 188
224.1046 1107.0 188
224.7473 1124.0 188
225.3900 1142.0 188
226.0272 1158.0 188
226.5436 1181.0 188
227.1863 1200.0 188
227.8235 1218.0 188
228.4662 1241.0 188
229.1089 1259.0 188
229.7461 1286.0 188
230.3888 1311.0 188
230.9052 1341.0 188
231.5424 1363.0 188
232.0587 1391.0 188
232.8278 1422.0 188
