#RPLIDAR SCAN DATA
#COUNT=418
#Angule	Distance	Quality
356.2482 1616.0 188
356.8744 1623.0 188
357.3853 1611.0 188
358.1378 1608.0 188
358.7805 1608.0 188
359.4012 1604.0 188
0.0439 1587.0 188
0.6702 1568.0 188
1.3074 1563.0 188
8.9044 1616.0 188
9.4043 1600.0 188
10.1678 1578.0 188
10.7941 1567.0 188
11.4368 1576.0 188
12.0575 1571.0 188
12.6837 1567.0 188
13.3264 1556.0 188
13.9526 1563.0 188
14.5898 1560.0 188
15.2161 1557.0 188
16.4795 1422.0 188
17.7484 1443.0 188
18.7646 1116.0 188
19.3854 1111.0 188
20.0281 1117.0 188
20.5280 1118.0 188
21.2915 1123.0 188
21.9177 1121.0 188
22.5439 1124.0 188
23.0603 1127.0 188
23.8074 1131.0 188
24.4501 1133.0 188
25.0763 1138.0 188
25.5927 1144.0 188
26.3397 1144.0 188
26.8561 1149.0 188
27.6086 1147.0 188
28.1250 1157.0 188
28.8721 1161.0 188
29.5148 1158.0 188
30.7782 1173.0 188
31.2781 1180.0 188
32.0416 1173.0 188
32.5580 1179.0 188
33.2007 1186.0 188
33.8434 1188.0 188
34.4806 1196.0 188
35.1233 1209.0 188
35.7605 1207.0 188
36.4032 1214.0 188
39.6057 1246.0 188
44.6210 1312.0 188
45.2637 1318.0 188
45.9009 1326.0 188
46.5436 1340.0 188
54.7339 1505.0 188
55.3711 1518.0 188
56.0138 1523.0 188
56.6510 1563.0 188
62.3749 1706.0 188
62.8857 1733.0 188
63.5120 1759.0 188
64.1547 1758.0 188
68.4833 1986.0 188
69.1205 2010.0 188
75.9979 2471.0 188
76.6406 2520.0 188
80.9637 3018.0 188
82.1063 4462.0 188
82.7490 4630.0 188
83.3698 4774.0 188
84.0125 4967.0 188
85.2924 5300.0 188
91.2140 487.0 188
91.8567 476.0 188
92.7466 462.0 188
93.2465 449.0 188
94.0155 436.0 188
94.7791 421.0 188
95.5426 407.0 188
96.4215 388.0 188
97.1851 379.0 188
98.0585 356.0 188
99.0747 330.0 188
99.9646 323.0 188
100.5908 318.0 188
101.3544 313.0 188
101.6235 310.0 188
102.4969 306.0 188
103.1396 305.0 188
103.5297 305.0 188
104.4031 305.0 188
104.9194 306.0 188
106.1829 308.0 188
106.4355 311.0 188
106.9519 317.0 188
107.0892 326.0 188
107.8418 331.0 188
108.4790 331.0 188
108.8745 331.0 188
109.6216 331.0 188
110.6378 329.0 188
111.4014 327.0 188
111.5277 324.0 188
112.1704 321.0 188
112.9340 318.0 188
113.5602 316.0 188
114.3237 315.0 188
114.8401 314.0 188
115.5927 313.0 188
116.7297 313.0 188
116.8726 313.0 188
117.3724 313.0 188
118.5150 313.0 188
119.3884 316.0 188
122.6514 192.0 188
123.2941 187.0 188
123.9203 181.0 188
124.5575 177.0 188
125.2002 174.0 188
126.0736 171.0 188
126.7163 169.0 188
127.3425 166.0 188
127.9797 164.0 188
128.6224 162.0 188
129.2487 160.0 188
129.8859 158.0 188
130.5286 156.0 188
131.1548 154.0 188
131.7920 152.0 188
132.4182 151.0 188
133.0609 151.0 188
133.6981 150.0 188
134.3243 150.0 188
134.9670 150.0 188
135.6042 149.0 188
136.2305 149.0 188
136.8732 149.0 188
137.4994 149.0 188
138.1366 148.0 188
138.7793 148.0 188
139.4055 147.0 188
140.0427 147.0 188
140.6854 147.0 188
141.3116 147.0 188
141.9489 147.0 188
142.5751 147.0 188
143.2178 147.0 188
143.8550 147.0 188
144.4812 147.0 188
145.1239 147.0 188
145.7611 147.0 188
146.3873 147.0 188
147.0300 147.0 188
147.6672 147.0 188
148.2935 147.0 188
148.9362 147.0 188
149.5734 147.0 188
150.1996 148.0 188
150.8423 149.0 188
151.4795 151.0 188
152.1057 153.0 188
152.7484 155.0 188
153.3856 156.0 188
154.0118 155.0 188
154.6545 155.0 188
155.2917 155.0 188
155.9180 156.0 188
156.5607 157.0 188
157.1979 159.0 188
157.8241 161.0 188
160.1202 179.0 188
160.7629 181.0 188
161.6364 183.0 188
162.0264 185.0 188
162.6691 186.0 188
163.2953 188.0 188
163.9325 191.0 188
168.4973 943.0 188
169.1400 939.0 188
169.7772 936.0 188
170.4034 931.0 188
171.0461 927.0 188
171.6833 923.0 188
172.3260 920.0 188
172.9523 915.0 188
