#RPLIDAR SCAN DATA
#COUNT=435
#Angule	Distance	Quality
356.2482 1589.0 188
356.8854 1600.0 188
357.5281 1600.0 188
358.0444 1748.0 188
358.6707 1761.0 188
359.3079 1763.0 188
359.9506 1763.0 188
0.5933 1758.0 188
1.2140 1755.0 188
9.3713 1919.0 188
10.1239 1911.0 188
10.7611 1901.0 188
11.2610 1914.0 188
12.0300 1923.0 188
12.5299 1931.0 188
13.1671 1942.0 188
13.7933 1960.0 188
14.4360 1967.0 188
15.0623 1979.0 188
15.6995 1990.0 188
16.3257 2009.0 188
16.9684 2017.0 188
17.6056 2034.0 188
18.2318 2043.0 188
18.8745 2061.0 188
19.4952 2080.0 188
20.1379 2092.0 188
20.7642 2108.0 188
21.4014 2130.0 188
22.0276 2142.0 188
22.6703 2164.0 188
23.2965 2184.0 188
23.9337 2196.0 188
24.5599 2214.0 188
25.2026 2233.0 188
25.8234 2254.0 188
26.4661 2279.0 188
27.1088 2311.0 188
27.6196 2324.0 188
28.2623 2349.0 188
28.9050 2376.0 188
29.5422 2393.0 188
30.1849 2417.0 188
30.8276 2457.0 188
31.4648 2482.0 188
32.1075 2511.0 188
32.7448 2546.0 188
33.3875 2570.0 188
34.0466 2603.0 188
34.6838 2639.0 188
35.3265 2672.0 188
35.9637 2708.0 188
36.6064 2742.0 188
37.2491 2774.0 188
37.8864 2812.0 188
38.5291 2824.0 188
39.1718 2790.0 188
39.8090 2778.0 188
40.4517 2763.0 188
41.1053 2737.0 188
41.7480 2722.0 188
42.3853 2701.0 188
43.0280 2682.0 188
43.6707 2665.0 188
44.3079 2652.0 188
44.9506 2628.0 188
45.5933 2607.0 188
46.2305 2601.0 188
48.7958 2815.0 188
49.4330 2879.0 188
51.2292 3087.0 188
60.0458 4823.0 188
84.5123 423.0 188
85.0287 417.0 188
85.7922 413.0 188
86.4349 410.0 188
86.8250 404.0 188
87.8412 399.0 188
88.3575 396.0 188
89.3738 342.0 188
90.3900 332.0 188
90.9009 328.0 188
91.6699 325.0 188
92.8125 324.0 188
92.8125 323.0 188
93.8232 323.0 188
94.5758 325.0 188
94.9658 326.0 188
95.3558 329.0 188
96.4819 332.0 188
96.9983 335.0 188
97.1356 340.0 188
97.6355 344.0 188
98.4045 347.0 188
99.0417 350.0 188
99.6680 350.0 188
100.3107 351.0 188
100.8270 351.0 188
101.5741 351.0 188
102.4640 350.0 188
102.9803 350.0 188
103.7329 348.0 188
104.2493 347.0 188
104.7656 346.0 188
105.2655 345.0 188
106.1554 344.0 188
106.5454 343.0 188
107.2925 342.0 188
108.4351 341.0 188
108.8251 341.0 188
109.3250 341.0 188
109.7150 343.0 188
110.6049 344.0 188
111.1047 347.0 188
111.4948 349.0 188
112.6373 352.0 188
112.7637 356.0 188
113.4009 360.0 188
114.0436 366.0 188
114.8071 377.0 188
114.9335 394.0 188
115.7025 402.0 188
116.4661 410.0 188
121.1078 188.0 188
121.7340 180.0 188
122.3712 174.0 188
123.2611 171.0 188
123.9038 169.0 188
124.5300 166.0 188
125.1672 164.0 188
125.8099 162.0 188
126.4526 160.0 188
127.0734 159.0 188
127.7161 157.0 188
128.3588 156.0 188
128.9960 154.0 188
129.6222 153.0 188
130.2649 152.0 188
130.9021 151.0 188
131.5448 151.0 188
132.1710 151.0 188
132.8082 151.0 188
133.4509 151.0 188
134.0936 150.0 188
134.7144 150.0 188
135.3571 150.0 188
135.9998 150.0 188
136.6370 149.0 188
137.2632 149.0 188
137.9059 148.0 188
138.5431 148.0 188
139.1858 148.0 188
139.8230 148.0 188
140.4492 148.0 188
141.0919 148.0 188
141.7291 148.0 188
142.3718 147.0 188
143.0145 147.0 188
143.6353 147.0 188
144.2780 147.0 188
144.9207 147.0 188
145.5579 147.0 188
146.2006 147.0 188
146.8433 147.0 188
147.4640 148.0 188
149.3866 152.0 188
150.0293 152.0 188
150.6555 152.0 188
151.2927 151.0 188
151.9354 151.0 188
152.5781 151.0 188
153.2153 151.0 188
153.8416 151.0 188
154.4843 152.0 188
155.1215 153.0 188
158.7030 177.0 188
159.3402 179.0 188
159.9829 181.0 188
160.6091 182.0 188
161.2463 184.0 188
161.8890 186.0 188
162.5262 188.0 188
163.1689 193.0 188
166.8549 722.0 188
167.4976 717.0 188
168.2446 716.0 188
168.7610 718.0 188
169.4037 719.0 188
170.0464 721.0 188
170.8099 720.0 188
171.3263 721.0 188
171.9525 723.0 188
172.7161 725.0 188
173.2324 725.0 188
173.9960 726.0 188
174.4958 727.0 188
175.1385 729.0 188
175.9021 730.0 188
176.5448 731.0 188
177.0612 734.0 188
177.6874 736.0 188
178.3246 736.0 188
179.0936 739.0 188
179.6045 741.0 188
180.3571 743.0 188
180.9998 746.0 188
181.5106 748.0 188
182.1533 752.0 188
182.6697 753.0 188
183.2959 758.0 188
184.0594 759.0 188
184.5758 763.0 188
185.3394 765.0 188
185.9656 769.0 188
186.4819 771.0 188
187.1246 776.0 188
187.7618 779.0 188
188.5309 782.0 188
189.0308 786.0 188
189.6680 790.0 188
190.3107 793.0 188
190.9479 798.0 188
191.5906 803.0 188
192.2333 808.0 188
192.8705 813.0 188
193.5132 819.0 188
194.0295 821.0 188
194.6667 827.0 188
195.4358 832.0 188
195.9521 846.0 188
205.2795 192.0 188
205.9167 192.0 188
202.8735 908.0 188
203.6371 917.0 188
204.1534 927.0 188
204.7961 933.0 188
205.4333 927.0 188
212.3547 1087.0 188
212.9974 1076.0 188
213.5138 1089.0 188
214.1510 1101.0 188
214.7937 1116.0 188
215.4364 1128.0 188
215.9528 1147.0 188
216.5900 1159.0 188
217.2327 1176.0 188
217.8699 1193.0 188
218.5126 1211.0 188
219.1553 1232.0 188
219.6716 1247.0 188
220.4352 1268.0 188
221.0779 1292.0 188
221.5887 1311.0 188
222.2150 1334.0 188
222.8577 1361.0 188
