#RPLIDAR SCAN DATA
#COUNT=391
#Angule	Distance	Quality
0.4834 5720.0 188
11.5576 5430.0 188
12.2168 5611.0 188
12.8705 5652.0 188
13.4033 5748.0 188
14.6997 6056.0 188
37.9523 4727.0 188
38.6060 4710.0 188
39.2651 4717.0 188
39.9188 4721.0 188
40.5780 4710.0 188
41.2482 4782.0 188
41.9019 4819.0 188
42.5610 4823.0 188
43.2147 4841.0 188
43.8739 4850.0 188
44.5441 4863.0 188
45.1978 4848.0 188
45.8569 4839.0 188
46.5106 4876.0 188
47.1698 4910.0 188
47.8400 4917.0 188
48.4991 4912.0 188
49.1528 4928.0 188
49.8120 4928.0 188
50.4657 4933.0 188
51.1249 4963.0 188
52.4487 4793.0 188
53.1079 4806.0 188
54.6680 2506.0 188
55.3436 2510.0 188
55.9973 2523.0 188
56.6510 2545.0 188
57.3102 2559.0 188
57.9639 2568.0 188
58.6395 2583.0 188
59.2932 2595.0 188
62.8418 1760.0 188
63.4955 1723.0 188
64.1547 1669.0 188
65.7147 1420.0 188
66.3904 1413.0 188
66.9177 1424.0 188
67.6978 1433.0 188
68.2306 1442.0 188
69.0106 1449.0 188
69.5599 1464.0 188
70.2136 1469.0 188
70.8728 1477.0 188
71.5265 1486.0 188
75.4816 1552.0 188
76.1353 1556.0 188
76.8109 1568.0 188
80.7605 1547.0 188
81.4197 1518.0 188
82.0734 1498.0 188
82.7325 1474.0 188
83.5126 1461.0 188
86.9348 399.0 188
87.3413 387.0 188
88.1213 380.0 188
88.7805 376.0 188
89.4342 372.0 188
90.4834 368.0 188
91.2634 364.0 188
91.6699 360.0 188
92.5763 357.0 188
93.2300 355.0 188
93.7793 353.0 188
94.3121 352.0 188
95.0922 351.0 188
96.1249 350.0 188
96.9049 349.0 188
97.5586 348.0 188
97.9816 347.0 188
98.8879 347.0 188
99.0417 346.0 188
100.2008 346.0 188
100.4810 345.0 188
101.0303 345.0 188
101.9366 344.0 188
102.5903 344.0 188
103.4967 344.0 188
103.6560 343.0 188
104.8260 344.0 188
105.2325 345.0 188
106.0126 347.0 188
106.1719 349.0 188
107.3254 351.0 188
107.7319 353.0 188
108.2648 355.0 188
108.9185 358.0 188
109.8248 360.0 188
110.3577 362.0 188
110.8905 365.0 188
111.7969 367.0 188
112.0770 369.0 188
112.7307 370.0 188
113.5107 370.0 188
113.9172 372.0 188
114.7028 375.0 188
115.4828 380.0 188
115.7629 384.0 188
116.6693 389.0 188
116.9495 393.0 188
117.8558 395.0 188
118.2623 400.0 188
119.1687 404.0 188
119.5752 409.0 188
119.9817 415.0 188
120.8881 421.0 188
121.4209 427.0 188
122.0746 433.0 188
122.7338 439.0 188
123.3875 447.0 188
123.6676 458.0 188
124.2004 474.0 188
126.9525 3666.0 188
127.6062 3774.0 188
135.8899 167.0 188
136.5601 165.0 188
137.2137 165.0 188
137.8729 164.0 188
138.5266 165.0 188
139.1858 166.0 188
139.8395 168.0 188
140.4987 167.0 188
141.1523 169.0 188
141.5588 173.0 188
142.4652 171.0 188
143.1244 171.0 188
143.7946 171.0 188
144.4482 171.0 188
145.1074 172.0 188
145.5139 173.0 188
146.1676 174.0 188
148.1396 177.0 188
148.7933 178.0 188
149.4525 178.0 188
150.1227 179.0 188
150.7764 179.0 188
151.4355 181.0 188
152.0892 183.0 188
154.0778 197.0 188
154.7314 201.0 188
163.9490 192.0 188
164.6246 191.0 188
165.2783 191.0 188
165.9375 191.0 188
166.5912 192.0 188
167.2449 194.0 188
167.9205 195.0 188
168.5742 197.0 188
161.8561 2913.0 188
162.6361 2943.0 188
163.1689 2894.0 188
163.9655 2833.0 188
164.6246 2783.0 188
165.2783 2748.0 188
165.9375 2699.0 188
166.5912 2641.0 188
167.2449 2571.0 188
167.9041 2473.0 188
172.6227 2369.0 188
173.1555 2301.0 188
173.9355 2253.0 188
174.5892 2235.0 188
175.2484 2198.0 188
175.9021 2177.0 188
176.5613 2151.0 188
177.2150 2123.0 188
177.8741 2102.0 188
178.5278 2073.0 188
179.1870 2061.0 188
179.8407 2046.0 188
180.4999 2016.0 188
181.1536 2000.0 188
181.8073 1982.0 188
182.4664 1963.0 188
183.2465 1942.0 188
183.7793 1939.0 188
184.4330 1907.0 188
185.2295 1883.0 188
185.8887 1870.0 188
186.5424 1861.0 188
187.2015 1846.0 188
187.8717 1835.0 188
188.5309 1820.0 188
189.1846 1810.0 188
189.8438 1790.0 188
190.5139 1778.0 188
191.1676 1769.0 188
191.8268 1752.0 188
192.4805 1746.0 188
193.1561 1737.0 188
193.8098 1722.0 188
194.4635 1709.0 188
195.1227 1720.0 188
205.4333 190.0 188
206.0925 191.0 188
202.5110 1609.0 188
203.1702 1610.0 188
203.8403 1597.0 188
204.4995 1591.0 188
205.1532 1585.0 188
205.8124 1564.0 188
212.4207 1585.0 188
213.0743 1552.0 188
213.7335 1539.0 188
214.4037 1540.0 188
215.0574 1535.0 188
215.7166 1543.0 188
216.3702 1525.0 188
217.0459 1532.0 188
217.6996 1525.0 188
