#RPLIDAR SCAN DATA
#COUNT=416
#Angule	Distance	Quality
355.7153 2279.0 188
356.3416 2284.0 188
356.9513 2295.0 188
357.5775 2296.0 188
358.1982 2302.0 188
358.8080 2298.0 188
359.4342 2289.0 188
0.0604 2290.0 188
0.6702 2274.0 188
1.2964 2252.0 188
9.2340 2425.0 188
9.9811 2384.0 188
10.4645 2366.0 188
11.0907 2353.0 188
11.8433 2360.0 188
12.3267 2358.0 188
13.0737 2263.0 188
13.7000 2254.0 188
14.3097 2256.0 188
14.9359 2269.0 188
15.5621 2276.0 188
16.0620 2294.0 188
16.7926 2295.0 188
17.2925 2310.0 188
18.0450 2316.0 188
18.5449 2308.0 188
19.1711 2310.0 188
19.9182 2314.0 188
20.4181 2327.0 188
21.1707 2342.0 188
21.6541 2512.0 188
22.2803 2517.0 188
22.9010 2540.0 188
23.5272 2553.0 188
24.1534 2579.0 188
24.7797 2573.0 188
25.4059 2586.0 188
26.0266 2599.0 188
26.6364 2613.0 188
27.2626 2613.0 188
27.8888 2662.0 188
28.5150 2664.0 188
29.1357 2678.0 188
30.1355 4084.0 188
30.7617 4081.0 188
31.3715 4113.0 188
31.9977 4158.0 188
32.6239 4192.0 188
33.2446 4219.0 188
33.8708 4256.0 188
34.4971 4282.0 188
35.1233 4320.0 188
35.7495 4355.0 188
36.3593 4417.0 188
36.9800 4428.0 188
37.6062 4473.0 188
38.2324 4522.0 188
38.8586 4555.0 188
39.4684 4618.0 188
40.0891 4671.0 188
40.7153 4696.0 188
41.3416 4744.0 188
41.9678 4791.0 188
42.5775 4870.0 188
43.1982 4874.0 188
43.8245 4859.0 188
44.4507 4808.0 188
45.0769 4750.0 188
45.7031 4733.0 188
46.3074 4675.0 188
46.9336 4624.0 188
47.5598 4593.0 188
48.1860 4543.0 188
48.8123 4501.0 188
49.4165 4488.0 188
50.0427 4443.0 188
50.6689 4413.0 188
51.2952 4375.0 188
51.9214 4336.0 188
52.5311 4304.0 188
53.1519 4275.0 188
53.7781 4232.0 188
54.4043 4212.0 188
55.0305 4237.0 188
55.6512 4304.0 188
56.2775 4381.0 188
56.9037 4463.0 188
57.5299 4526.0 188
58.1561 4633.0 188
58.7769 4725.0 188
59.4031 4810.0 188
60.0293 4931.0 188
60.6555 5006.0 188
61.2762 5137.0 188
61.9025 5224.0 188
62.5287 5347.0 188
63.1549 5439.0 188
63.7811 5562.0 188
64.4019 5705.0 188
64.9017 5853.0 188
65.5444 6036.0 188
66.1707 6213.0 188
66.7969 6366.0 188
67.4176 6504.0 188
68.0438 6677.0 188
76.5417 147.0 188
77.1680 148.0 188
77.7942 148.0 188
78.4204 148.0 188
79.0466 149.0 188
79.6674 149.0 188
80.2936 151.0 188
74.9213 9932.0 188
83.0457 391.0 188
83.5455 390.0 188
94.1364 340.0 188
94.6362 342.0 188
95.1361 337.0 188
99.3878 342.0 188
100.7446 333.0 188
101.3708 328.0 188
111.2915 371.0 188
111.6541 369.0 188
112.5275 367.0 188
112.7802 368.0 188
113.3899 369.0 188
114.3896 372.0 188
114.6368 374.0 188
115.4993 375.0 188
116.1200 377.0 188
116.7462 378.0 188
116.9824 379.0 188
117.8558 380.0 188
118.3557 379.0 188
118.8556 380.0 188
119.4653 381.0 188
120.0916 382.0 188
120.7178 385.0 188
121.5912 390.0 188
122.2009 394.0 188
122.7008 396.0 188
123.3270 398.0 188
123.9478 400.0 188
124.3268 401.0 188
124.9365 401.0 188
125.9363 401.0 188
126.1835 400.0 188
127.0624 398.0 188
127.6666 396.0 188
128.0457 396.0 188
128.9191 395.0 188
129.4189 396.0 188
129.7925 398.0 188
130.6549 402.0 188
131.2811 411.0 188
135.1373 364.0 188
137.1204 327.0 188
137.7466 324.0 188
138.3728 325.0 188
138.7463 329.0 188
139.8724 317.0 188
140.7294 314.0 188
141.2292 314.0 188
141.4819 316.0 188
142.3389 307.0 188
143.3386 306.0 188
143.4650 305.0 188
144.0912 303.0 188
144.9481 302.0 188
145.5743 304.0 188
146.5741 308.0 188
149.7656 3071.0 188
150.3864 3049.0 188
150.9961 3028.0 188
151.6223 3015.0 188
152.2485 3002.0 188
152.8748 2998.0 188
153.4790 2977.0 188
154.1052 2953.0 188
154.7314 2940.0 188
155.3577 2925.0 188
155.9674 2910.0 188
156.7145 2911.0 188
157.2144 2898.0 188
157.9504 2877.0 188
158.4503 2875.0 188
159.2029 2855.0 188
159.8236 2845.0 188
160.4333 2845.0 188
161.0596 2842.0 188
161.6858 2842.0 188
162.2955 2814.0 188
162.9218 2830.0 188
163.5425 2827.0 188
164.1687 2783.0 188
164.7784 2804.0 188
165.4047 2768.0 188
166.0309 2766.0 188
166.6406 2765.0 188
167.2614 2766.0 188
167.8876 2765.0 188
168.5138 2763.0 188
169.1235 2759.0 188
169.7498 2748.0 188
170.3705 2752.0 188
170.9802 2735.0 188
171.6064 2746.0 188
172.2327 2726.0 188
172.8589 2751.0 188
173.4686 2724.0 188
174.0894 2740.0 188
174.7156 2720.0 188
175.3418 2726.0 188
175.9680 2740.0 188
176.5887 2747.0 188
177.2150 2729.0 188
177.8412 2730.0 188
178.4674 2729.0 188
179.0936 2735.0 188
179.7144 2726.0 188
180.3406 2726.0 188
180.9668 2720.0 188
181.5930 2724.0 188
182.2302 2723.0 188
182.8564 2744.0 188
183.4827 2742.0 188
184.1089 2744.0 188
184.7296 2744.0 188
185.3558 2748.0 188
185.9821 2752.0 188
186.6083 2760.0 188
187.2290 2759.0 188
187.8552 2765.0 188
188.4814 2767.0 188
189.1241 2771.0 188
189.7449 2774.0 188
190.3711 2779.0 188
190.9973 2788.0 188
191.6235 2787.0 188
192.2498 2799.0 188
192.8705 2800.0 188
193.4967 2815.0 188
194.1229 2821.0 188
194.7491 2841.0 188
205.1093 192.0 188
205.7300 191.0 188
206.3562 192.0 188
202.0770 2961.0 188
202.6978 2977.0 188
203.3075 2999.0 188
203.9337 3011.0 188
204.5599 3031.0 188
205.1862 3034.0 188
205.7959 3018.0 188
212.6239 3359.0 188
213.2336 3379.0 188
213.8544 3370.0 188
214.4806 3384.0 188
215.1068 3411.0 188
215.7330 3448.0 188
216.3593 3478.0 188
216.9800 3501.0 188
217.6062 3529.0 188
218.2324 3558.0 188
218.8586 3609.0 188
219.4958 3638.0 188
220.1221 3674.0 188
220.7483 3714.0 188
221.3745 3759.0 188
221.8744 3784.0 188
222.6215 3755.0 188
223.2642 3728.0 188
223.8904 3672.0 188
224.5111 3640.0 188
225.1373 3607.0 188
225.7635 3553.0 188
226.3898 3537.0 188
227.0105 3507.0 188
227.6532 3477.0 188
228.2794 3429.0 188
228.9056 3408.0 188
229.5264 3375.0 188
230.1526 3345.0 188
230.7788 3369.0 188
231.4215 3412.0 188
232.0422 3458.0 188
232.6685 3510.0 188
233.2947 3562.0 188
233.9209 3624.0 188
234.5416 3700.0 188
235.1843 3745.0 188
235.7941 3803.0 188
236.4203 3885.0 188
236.9202 3941.0 188
237.5464 4007.0 188
238.1671 4092.0 188
238.7933 4169.0 188
239.4196 4234.0 188
240.0458 4343.0 188
240.6665 4435.0 188
241.2927 4526.0 188
241.9189 4643.0 188
242.5452 4750.0 188
243.1714 4879.0 188
243.7921 4976.0 188
244.4183 5077.0 188
245.0446 5203.0 188
245.6708 5361.0 188
246.2915 5533.0 188
246.9177 5611.0 188
247.5439 5800.0 188
248.0438 6013.0 188
248.6700 6128.0 188
249.2963 6454.0 188
249.9170 6520.0 188
252.5427 4543.0 188
253.0426 9495.0 188
285.9686 7339.0 188
286.5729 7319.0 188
287.1991 7299.0 188
287.8253 7334.0 188
288.4515 7364.0 188
289.0613 7379.0 188
289.6875 7389.0 188
290.3082 7544.0 188
290.9344 7409.0 188
291.5607 7549.0 188
292.1704 7586.0 188
292.9175 5345.0 188
293.5437 5239.0 188
294.1699 5152.0 188
294.7961 5037.0 188
295.4059 4933.0 188
296.0266 4830.0 188
296.6528 4683.0 188
297.2626 4598.0 188
297.8888 4540.0 188
298.5150 4473.0 188
299.1248 4381.0 188
299.7455 4301.0 188
300.3717 4220.0 188
300.9814 4138.0 188
301.6077 4081.0 188
302.2339 4010.0 188
302.8436 3931.0 188
303.4644 3891.0 188
304.2169 3812.0 188
304.8431 3788.0 188
305.4529 3739.0 188
306.0736 3668.0 188
306.6998 3619.0 188
307.3096 3568.0 188
307.9358 3526.0 188
308.5620 3482.0 188
309.1718 3441.0 188
309.7925 3389.0 188
310.4187 3348.0 188
311.0284 3313.0 188
311.6547 3270.0 188
312.2809 3246.0 188
312.8906 3205.0 188
313.5114 3160.0 188
314.1376 3129.0 188
314.7638 3103.0 188
315.3735 3067.0 188
315.9998 3035.0 188
316.6205 3023.0 188
317.2302 2993.0 188
317.8564 2996.0 188
318.4827 2990.0 188
319.1089 3007.0 188
319.7186 2953.0 188
320.4657 2854.0 188
321.0919 2837.0 188
321.7017 2836.0 188
322.2015 2809.0 188
322.9486 2772.0 188
323.5748 2757.0 188
324.1846 2744.0 188
324.8108 2729.0 188
325.4370 2692.0 188
326.0468 2682.0 188
