#RPLIDAR SCAN DATA
#COUNT=371
#Angule	Distance	Quality
356.2317 1292.0 188
356.7480 1296.0 188
357.3853 1291.0 188
358.0280 1290.0 188
358.7805 1289.0 188
359.2969 1283.0 188
0.0604 1275.0 188
0.7031 1259.0 188
8.9813 1292.0 188
9.6240 1280.0 188
10.2448 1268.0 188
10.7611 1266.0 188
11.5302 1263.0 188
12.0465 1262.0 188
12.6837 1262.0 188
13.3099 1268.0 188
14.0735 1267.0 188
14.5898 1266.0 188
15.3589 1269.0 188
15.8698 1271.0 188
16.4960 1272.0 188
17.1387 1274.0 188
17.9022 1275.0 188
18.5449 1280.0 188
19.0613 1283.0 188
19.6985 1288.0 188
20.4675 1293.0 188
21.1047 1293.0 188
21.7474 1297.0 188
22.2638 1299.0 188
23.0109 1306.0 188
23.5272 1305.0 188
24.2963 1312.0 188
24.8071 1315.0 188
25.4498 1318.0 188
26.0925 1322.0 188
26.7297 1325.0 188
27.3724 1334.0 188
28.0151 1339.0 188
28.6523 1340.0 188
29.2950 1347.0 188
29.9213 1352.0 188
30.5585 1361.0 188
31.2012 1363.0 188
31.8384 1373.0 188
32.4811 1381.0 188
33.1238 1390.0 188
33.7610 1394.0 188
34.2773 1407.0 188
34.9200 1523.0 188
35.5573 1533.0 188
36.2000 1558.0 188
36.8262 1552.0 188
37.4634 1565.0 188
38.1061 1570.0 188
38.7488 1588.0 188
39.3860 1591.0 188
39.9023 1600.0 188
40.6549 1616.0 188
41.2921 1624.0 188
41.8085 1638.0 188
42.5775 1654.0 188
43.0884 1667.0 188
43.8574 1672.0 188
44.3573 1680.0 188
45.0000 1701.0 188
45.6372 1710.0 188
46.2799 1732.0 188
46.9171 1739.0 188
47.5598 1753.0 188
48.2025 1763.0 188
48.8232 1777.0 188
49.3396 2025.0 188
49.9823 2047.0 188
50.6250 2064.0 188
51.2622 2077.0 188
51.9049 2100.0 188
52.5311 2122.0 188
53.1683 2148.0 188
53.8110 2169.0 188
54.4482 2193.0 188
55.0909 2227.0 188
93.1091 358.0 188
93.4991 356.0 188
94.6198 354.0 188
95.3888 347.0 188
111.1707 345.0 188
111.6870 343.0 188
112.4506 340.0 188
113.4668 339.0 188
113.8568 340.0 188
114.3732 343.0 188
115.2795 347.0 188
115.5432 352.0 188
116.3123 358.0 188
116.5759 365.0 188
117.5922 370.0 188
117.8558 375.0 188
118.6249 379.0 188
119.2621 383.0 188
119.5313 387.0 188
120.5420 390.0 188
121.2012 393.0 188
121.5747 395.0 188
122.2174 397.0 188
122.7338 397.0 188
123.4973 397.0 188
124.1400 397.0 188
125.0299 394.0 188
125.6561 393.0 188
126.2933 390.0 188
127.0624 389.0 188
127.3260 387.0 188
128.0896 386.0 188
128.9795 386.0 188
129.2322 388.0 188
129.8749 389.0 188
130.3857 390.0 188
131.5283 390.0 188
131.9183 391.0 188
132.3083 392.0 188
133.1982 394.0 188
133.9508 396.0 188
134.2145 400.0 188
134.8572 407.0 188
141.2018 4746.0 188
141.8390 4683.0 188
147.1069 312.0 188
147.8705 312.0 188
148.5132 314.0 188
149.6558 295.0 188
150.2930 294.0 188
150.3094 297.0 188
151.4520 278.0 188
152.5891 274.0 188
152.8583 274.0 188
153.5120 276.0 188
154.1547 279.0 188
154.1711 284.0 188
157.8735 4101.0 188
158.5272 4050.0 188
159.1534 4039.0 188
159.7961 4076.0 188
160.4333 4130.0 188
161.0760 4117.0 188
161.7188 4092.0 188
162.3560 4075.0 188
162.9987 4044.0 188
163.6359 4011.0 188
164.2786 3995.0 188
165.0421 3956.0 188
165.5585 3952.0 188
166.2012 3931.0 188
166.8384 3904.0 188
167.4811 3898.0 188
168.1238 3865.0 188
168.7610 3858.0 188
169.3872 3850.0 188
170.1563 3829.0 188
170.7935 3577.0 188
173.3588 3516.0 188
173.9960 3509.0 188
179.1211 3431.0 188
179.7473 3602.0 188
180.3900 3640.0 188
181.0272 3635.0 188
181.6699 3624.0 188
182.3071 3619.0 188
182.9498 3629.0 188
183.5925 3628.0 188
184.2297 3607.0 188
184.8724 3615.0 188
185.5151 3612.0 188
186.1359 3610.0 188
186.7786 3608.0 188
187.4213 3598.0 188
188.0585 3587.0 188
188.7012 3596.0 188
189.3384 3598.0 188
189.9811 3603.0 188
190.6238 3592.0 188
191.2610 3607.0 188
191.9037 3607.0 188
192.5464 3602.0 188
193.1671 3607.0 188
193.8098 3511.0 188
194.4525 3509.0 188
204.5270 195.0 188
205.6696 192.0 188
206.3123 195.0 188
202.1375 3703.0 188
202.7802 3707.0 188
203.4174 3709.0 188
204.0601 3721.0 188
204.7028 3733.0 188
205.3400 3729.0 188
205.9827 3666.0 188
212.9205 3924.0 188
213.5742 3816.0 188
214.3433 3829.0 188
214.9805 3831.0 188
215.6232 3798.0 188
216.2604 3717.0 188
216.9031 3632.0 188
217.5458 3551.0 188
218.1830 3553.0 188
218.8257 3574.0 188
219.4684 3542.0 188
220.1221 3485.0 188
220.7648 3426.0 188
221.4020 3370.0 188
222.0447 3304.0 188
222.6874 3249.0 188
223.3246 3202.0 188
223.9673 3133.0 188
224.6045 3097.0 188
225.2472 3059.0 188
225.8899 3075.0 188
226.5271 3095.0 188
227.1698 3116.0 188
227.8125 3141.0 188
228.4497 3169.0 188
229.0924 3202.0 188
229.7296 3199.0 188
230.3723 3104.0 188
231.0150 3032.0 188
231.6522 2983.0 188
232.2949 2956.0 188
232.9321 2933.0 188
233.5748 2904.0 188
234.2175 2900.0 188
234.9811 2855.0 188
235.4974 2864.0 188
236.1401 3610.0 188
236.7773 3653.0 188
237.4200 3696.0 188
238.0573 3729.0 188
238.7000 3786.0 188
239.2163 3819.0 188
239.9799 3879.0 188
240.6226 3925.0 188
241.1389 3981.0 188
241.7761 4048.0 188
242.5452 3537.0 188
243.1824 3501.0 188
243.6987 4205.0 188
244.3414 4283.0 188
244.9841 4375.0 188
245.6213 4437.0 188
246.2640 4501.0 188
246.9012 4612.0 188
247.5439 4679.0 188
248.1866 4782.0 188
248.8239 4863.0 188
249.4666 4960.0 188
250.1093 5039.0 188
250.7629 5152.0 188
251.4056 5239.0 188
252.0428 5334.0 188
252.6855 5433.0 188
253.3228 5576.0 188
253.9655 5705.0 188
254.4818 5841.0 188
255.1245 6019.0 188
255.7617 6167.0 188
256.4044 6385.0 188
257.0416 6454.0 188
257.6843 6576.0 188
258.9642 7024.0 188
259.6069 7183.0 188
269.8572 10939.0 188
270.4999 10917.0 188
271.7633 11063.0 188
275.6085 10950.0 188
276.2457 10961.0 188
276.8884 10995.0 188
280.7336 10873.0 188
281.3708 10950.0 188
281.9971 11063.0 188
288.3856 8841.0 188
289.0283 8741.0 188
289.6710 8692.0 188
291.5936 6548.0 188
292.2144 6056.0 188
292.8571 5760.0 188
293.6206 5483.0 188
294.2633 5334.0 188
294.9060 5149.0 188
295.5432 4979.0 188
296.1859 4958.0 188
296.8231 4974.0 188
297.4493 4983.0 188
298.7292 4081.0 188
299.4983 3957.0 188
300.1355 3826.0 188
300.7782 3714.0 188
301.4209 3623.0 188
302.0581 3523.0 188
302.6843 3415.0 188
303.3270 3339.0 188
303.9642 3248.0 188
304.6069 3172.0 188
305.2496 3095.0 188
305.8868 3015.0 188
306.5295 2961.0 188
307.2931 2891.0 188
307.8094 3224.0 188
308.4521 3215.0 188
309.2157 2714.0 188
309.8584 2667.0 188
310.4956 2639.0 188
311.1383 2582.0 188
311.7810 2537.0 188
312.4182 2506.0 188
313.0609 2459.0 188
313.6981 2418.0 188
314.3408 2375.0 188
314.9835 2326.0 188
315.7471 2305.0 188
316.3898 2263.0 188
317.0270 2240.0 188
317.6697 2226.0 188
318.3124 2184.0 188
318.9496 2146.0 188
319.5923 2128.0 188
320.2295 2097.0 188
320.8722 2065.0 188
321.5149 2050.0 188
322.1521 2019.0 188
322.7948 2002.0 188
323.5419 1970.0 188
324.0582 1957.0 188
324.8273 1934.0 188
325.4645 1914.0 188
325.9808 1889.0 188
326.7499 1864.0 188
327.3871 1850.0 188
328.0298 1828.0 188
328.6670 1813.0 188
329.3097 1797.0 188
329.9524 1784.0 188
330.5896 1768.0 188
331.2323 1747.0 188
331.8750 1735.0 188
332.5122 1720.0 188
333.2813 1703.0 188
333.9020 1687.0 188
334.4183 1676.0 188
335.1874 1663.0 188
335.8246 1649.0 188
336.3409 1643.0 188
337.1045 1629.0 188
337.7472 1617.0 188
338.2635 1600.0 188
339.0271 1591.0 188
339.6698 1586.0 188
340.3125 1577.0 188
340.9497 1564.0 188
341.5924 1570.0 188
342.2296 1546.0 188
342.8723 1532.0 188
343.5150 1530.0 188
344.1357 1526.0 188
344.7784 1510.0 188
345.4211 1506.0 188
346.0583 1501.0 188
346.7010 1494.0 188
347.3273 1508.0 188
357.0117 152.0 188
357.6379 148.0 188
358.2806 149.0 188
