#RPLIDAR SCAN DATA
#COUNT=376
#Angule	Distance	Quality
356.3251 1291.0 188
357.0886 1285.0 188
357.6050 1288.0 188
358.2477 1282.0 188
359.0112 1279.0 188
359.5276 1275.0 188
0.2966 1261.0 188
0.9338 1243.0 188
8.9978 1401.0 188
9.7614 1381.0 188
10.4041 1369.0 188
11.0468 1358.0 188
11.6675 1358.0 188
12.3102 1362.0 188
12.9529 1360.0 188
13.5901 1364.0 188
14.2328 1362.0 188
14.8700 1361.0 188
15.5127 1362.0 188
16.1554 1365.0 188
16.7926 1368.0 188
17.4353 1368.0 188
18.0615 1385.0 188
18.6987 1372.0 188
19.3414 1371.0 188
19.9841 1376.0 188
20.6213 1376.0 188
21.2640 1382.0 188
21.9012 1384.0 188
22.5439 1387.0 188
23.1866 1391.0 188
23.8239 1394.0 188
24.4666 1396.0 188
25.0928 1398.0 188
25.7300 1393.0 188
26.3727 1396.0 188
27.0154 1395.0 188
27.6526 1400.0 188
28.1689 1597.0 188
28.8116 1612.0 188
29.3280 1621.0 188
30.0916 1621.0 188
30.7343 1626.0 188
31.2451 1633.0 188
31.8878 1637.0 188
32.6514 1654.0 188
33.2941 1656.0 188
33.9478 1664.0 188
34.5905 1665.0 188
35.1068 1682.0 188
35.7495 1689.0 188
36.4032 1694.0 188
37.0459 1701.0 188
37.6831 1714.0 188
38.3423 1722.0 188
38.9795 1733.0 188
39.6222 1737.0 188
40.2649 1754.0 188
40.9186 1764.0 188
41.5613 1779.0 188
42.1985 1785.0 188
42.8577 1796.0 188
43.4949 1815.0 188
44.1376 1822.0 188
44.7803 1828.0 188
45.4340 1851.0 188
46.0767 1862.0 188
46.7139 1869.0 188
47.3730 1894.0 188
48.0103 1907.0 188
48.5266 1915.0 188
49.1693 1941.0 188
49.8230 1953.0 188
50.4657 1977.0 188
51.1084 1993.0 188
51.7621 1979.0 188
52.4048 1988.0 188
53.0420 1966.0 188
53.8110 1937.0 188
54.4482 1916.0 188
70.2795 2610.0 188
70.9167 2632.0 188
87.6984 378.0 188
88.7311 375.0 188
88.9948 372.0 188
89.8901 371.0 188
90.2802 371.0 188
91.1865 364.0 188
108.1219 353.0 188
108.8855 351.0 188
109.6545 349.0 188
109.9182 349.0 188
110.5609 351.0 188
111.0773 354.0 188
111.7145 358.0 188
112.3572 363.0 188
112.7472 370.0 188
113.3899 376.0 188
114.1534 381.0 188
114.5435 385.0 188
115.1862 389.0 188
115.8234 392.0 188
116.3562 395.0 188
117.1198 397.0 188
117.6361 398.0 188
118.6523 399.0 188
119.1687 400.0 188
119.9323 400.0 188
120.2014 399.0 188
120.9650 396.0 188
121.8549 393.0 188
122.6239 389.0 188
122.8876 387.0 188
123.5303 384.0 188
124.2938 382.0 188
125.1837 380.0 188
125.8264 379.0 188
126.4636 379.0 188
126.7328 380.0 188
127.4963 380.0 188
128.3862 380.0 188
128.9026 381.0 188
129.4189 381.0 188
129.9353 383.0 188
130.9515 384.0 188
131.3416 386.0 188
132.1051 389.0 188
132.4951 393.0 188
133.0115 400.0 188
136.1865 4415.0 188
136.8237 4322.0 188
137.4664 4273.0 188
141.3116 3915.0 188
141.9489 3869.0 188
146.7169 312.0 188
148.1067 310.0 188
148.3868 312.0 188
149.0295 294.0 188
149.7931 294.0 188
150.5621 295.0 188
152.1991 276.0 188
152.4683 273.0 188
153.7317 272.0 188
153.7482 275.0 188
154.3854 278.0 188
157.9834 4423.0 188
158.6206 4357.0 188
159.6368 2246.0 188
160.2795 2279.0 188
160.9167 2332.0 188
161.4331 2394.0 188
162.0758 2448.0 188
162.7185 2504.0 188
163.3557 2537.0 188
163.9984 2564.0 188
164.6356 2611.0 188
165.2783 2633.0 188
165.9210 2663.0 188
166.5582 2697.0 188
167.2009 2735.0 188
167.5909 4017.0 188
168.3545 3823.0 188
168.8708 3796.0 188
169.6399 3775.0 188
170.2771 3742.0 188
170.9198 3746.0 188
171.5625 3713.0 188
172.0734 3796.0 188
172.7161 3837.0 188
173.3588 3827.0 188
174.1223 3807.0 188
174.7650 3794.0 188
175.4022 3782.0 188
176.0449 3771.0 188
176.6821 3746.0 188
177.3248 3753.0 188
177.9840 3749.0 188
178.6212 3733.0 188
179.2639 3717.0 188
179.9011 3724.0 188
180.5438 3704.0 188
181.2030 3701.0 188
181.8402 3672.0 188
182.4829 3662.0 188
183.1201 3649.0 188
183.7793 3648.0 188
